,Sale Date,Sale Price,Location,Year Built,Garden,Garage,Type,Stories,Bedrooms,Bathrooms,First Time Buyer
0,2023-01-01,145057.0,Beacon Hill,1948.0,No,No,Bungalow,1.0,1,1,yes
1,2023-01-01,208283.0,Summerston,1969.0,Yes,Yes,Bungalow,1.0,3,1,no
2,2023-01-01,304038.0,Beacon Hill,1938.0,Yes,No,Detached,1.0,2,1,no
3,2023-01-01,337216.0,Summerston,1961.0,Yes,Yes,Detached,1.0,3,1,no
4,2023-01-01,526551.0,Avoca,2020.0,Yes,No,Semi-Detached,1.0,2,2,no
5,2023-01-01,749274.0,Avoca,2016.0,Yes,Yes,Detached,1.0,3,2,no
6,2023-01-01,806933.0,Avoca,2012.0,Yes,No,Detached,1.0,3,2,no
7,2023-01-01,550269.0,Brookville,2020.0,Yes,Yes,Detached,1.0,3,2,yes
8,2023-01-01,606337.0,Brookville,2013.0,Yes,Yes,Detached,2.0,3,3,yes
9,2023-01-01,810407.0,Brookville,2020.0,Yes,Yes,Detached,1.0,3,2,no
10,2023-01-01,356899.0,Summerston,1977.0,Yes,No,Detached,1.0,4,1,yes
11,2023-01-01,218285.0,Summerston,1914.0,Unknown,No,Bungalow,1.0,2,1,yes
12,2023-01-01,883039.0,Summerston,2019.0,Yes,Yes,Detached,1.0,3,2,no
13,2023-01-01,233185.0,Rivermount,1965.0,Yes,Unknown,Terraced,1.0,2,1,no
14,2023-01-01,376060.0,Rivermount,1996.0,Yes,No,Duplex,1.5,2,1,yes
15,2023-01-01,515621.0,Brookville,2019.0,Yes,Yes,Detached,1.0,2,2,no
16,2023-01-01,587698.0,Brookville,2009.0,Yes,No,Detached,2.0,3,2,yes
17,2023-01-01,344923.0,Oak Park,1966.0,Yes,No,Detached,1.0,3,1,no
18,2023-01-01,218947.0,Oak Park,1961.0,No,No,Duplex,1.0,2,2,no
19,2023-01-01,437957.0,Oak Park,1976.0,Yes,Yes,Detached,1.0,3,1,no
20,2023-02-19,528142.0,Brookville,2017.0,Yes,No,Detached,2.0,3,2,no
21,2023-02-19,455666.0,Brookville,2017.0,Yes,No,Detached,2.0,3,2,yes
22,2023-02-19,387949.0,Oak Park,1965.0,Yes,No,Detached,1.0,2,1,no
23,2023-02-19,684644.0,Porter Square,2017.0,Yes,Yes,Detached,2.0,3,2,yes
24,2023-02-19,336343.0,Broomhouse,1976.0,Yes,Yes,Detached,1.0,4,1,no
25,2023-02-19,338257.0,Broomhouse,1973.0,Yes,Yes,Detached,1.0,3,1,no
26,2023-02-19,340081.0,Broomhouse,1982.0,Yes,No,Duplex,1.0,4,2,no
27,2023-02-19,309622.0,Broomhouse,1982.0,Yes,No,Detached,1.0,3,1,yes
28,2023-02-19,302981.0,Broomhouse,1977.0,Yes,Yes,Detached,1.0,3,1,no
29,2023-02-19,525395.0,Brookville,2010.0,Yes,No,Detached,2.0,3,2,no
30,2023-02-19,457365.0,Avoca,2017.0,Yes,No,Detached,2.0,3,2,yes
31,2023-02-19,391464.0,Avoca,1984.0,Yes,Yes,Detached,2.0,3,2,no
32,2023-02-19,876231.0,Avoca,2018.0,Yes,No,Detached,2.0,4,2,no
33,2023-02-19,547705.0,Avoca,2020.0,Yes,No,Detached,1.0,3,2,no
34,2023-02-19,485773.0,Avoca,2014.0,Yes,Yes,Detached,1.5,3,2,no
35,2023-02-19,857337.0,Avoca,2012.0,No,No,Detached,1.0,2,2,no
36,2023-02-19,204319.0,Summerston,1952.0,Yes,Yes,Bungalow,1.0,1,1,yes
