,Sale Date,Sale Price,Location,Year Built,Garden,Garage,Type,Stories,Bedrooms,Bathrooms,First Time Buyer
0,2021-01-15,363337.0,Broomhouse,1993.0,Yes,Yes,Detached,1.0,3,1,no
1,2021-01-15,448551.0,Broomhouse,1987.0,Yes,Yes,Detached,1.5,3,2,no
2,2021-01-15,91929.0,Beacon Hill,1958.0,Yes,No,Bungalow,1.0,1,1,no
3,2021-01-15,574519.0,Beacon Hill,1932.0,Yes,No,Detached,2.0,3,1,no
4,2021-01-15,370181.0,Oak Park,1961.0,Yes,Yes,Detached,1.0,3,2,no
5,2021-01-15,192553.0,Beacon Hill,1949.0,No,No,Bungalow,1.0,2,1,no
6,2021-01-15,141336.0,Beacon Hill,1950.0,No,No,Bungalow,1.0,1,1,yes
7,2021-01-15,311600.0,Brookville,1987.0,Yes,Yes,Detached,1.0,3,1,no
8,2021-01-15,751680.0,Brookville,2017.0,Yes,Yes,Detached,1.0,3,2,no
9,2021-01-15,528045.0,Brookville,2014.0,Yes,Yes,Detached,2.0,3,2,no
10,2021-01-15,343151.0,Brookville,2006.0,Yes,Yes,Detached,1.0,3,1,no
11,2021-01-15,377862.0,Broomhouse,1977.0,Yes,Unknown,Detached,1.5,3,1,yes
12,2021-01-15,454968.0,Broomhouse,1961.0,Yes,No,Detached,1.0,3,1,no
13,2021-01-15,325569.0,Broomhouse,1978.0,Yes,No,Detached,1.0,3,1,yes
14,2021-01-15,316918.0,Rivermount,1928.0,Yes,No,Terraced,2.0,4,1,no
15,2021-01-15,311611.0,Rivermount,1922.0,Yes,Unknown,Terraced,2.0,4,1,no
16,2021-01-15,291368.0,Oak Park,1974.0,Yes,No,Detached,1.0,2,1,yes
17,2021-01-15,659008.0,Oak Park,1985.0,Yes,Yes,Detached,1.0,3,2,yes
18,2021-01-15,334056.0,Oak Park,1978.0,Yes,No,Detached,1.5,3,1,yes
19,2021-01-15,256276.0,Oak Park,1974.0,No,No,Duplex,1.0,2,2,no
20,2021-03-02,464065.0,Brookville,2018.0,Yes,Yes,Detached,1.0,3,2,yes
21,2021-03-02,286256.0,Brookville,1984.0,Yes,Yes,Detached,1.0,3,1,no
22,2021-03-02,230633.0,Broomhouse,1978.0,Yes,No,Bungalow,1.0,2,1,no
23,2021-03-02,341354.0,Broomhouse,1974.0,Yes,Yes,Detached,1.0,3,1,no
24,2021-03-02,216920.0,Rivermount,1942.0,Yes,Yes,Bungalow,1.0,2,1,yes
25,2021-03-02,316356.0,Rivermount,1885.0,Yes,No,Detached,2.0,4,2,no
26,2021-03-02,563000.0,Avoca,2009.0,Yes,Yes,Detached,2.0,3,3,no
27,2021-03-02,371089.0,Oak Park,1983.0,Yes,Yes,Detached,1.0,3,1,no
28,2021-03-02,1062900.0,Avoca,2018.0,Yes,Yes,Detached,2.0,3,2,no
29,2021-03-02,386110.0,Porter Square,2016.0,Yes,Yes,Semi-Detached,2.0,2,2,no
30,2021-03-02,408497.0,Porter Square,2017.0,Yes,Yes,End-of-Terrace,2.0,3,2,no
31,2021-03-02,427575.0,Oak Park,1982.0,Yes,Yes,Detached,1.0,3,2,no
32,2021-03-02,338466.0,Beacon Hill,1944.0,Yes,Yes,Detached,1.0,3,1,no
33,2021-03-02,409045.0,Beacon Hill,1926.0,Yes,No,Detached,2.0,3,1,no
34,2021-03-02,286030.0,Beacon Hill,1928.0,Yes,Yes,Bungalow,1.0,2,2,no
35,2021-03-02,337067.0,Beacon Hill,1953.0,Yes,No,Detached,1.0,3,1,no
36,2021-03-02,490908.0,Porter Square,2017.0,Yes,Yes,End-of-Terrace,2.0,3,2,no
37,2021-03-02,735541.0,Porter Square,2017.0,Yes,Yes,Detached,2.0,3,2,no
38,2021-03-02,548784.0,Porter Square,2020.0,Yes,No,Detached,2.0,3,2,no
39,2021-03-02,425324.0,Porter Square,2012.0,Yes,No,Detached,1.0,2,2,yes
40,2021-03-27,882440.0,Porter Square,2018.0,Yes,No,Detached,1.0,3,2,yes
41,2021-03-27,372983.0,Broomhouse,1974.0,Yes,Yes,Detached,1.0,3,1,no
42,2021-03-27,374884.0,Broomhouse,1967.0,Yes,Yes,Detached,1.5,3,1,no
43,2021-03-27,366153.0,Broomhouse,2001.0,Yes,Unknown,Detached,1.5,2,1,yes
44,2021-03-27,394684.0,Oak Park,1980.0,Yes,Yes,Detached,1.0,3,1,yes
45,2021-03-27,393765.0,Oak Park,1972.0,Yes,No,Detached,1.0,2,1,no
46,2021-03-27,301980.0,Broomhouse,1973.0,Yes,Yes,Detached,1.0,3,1,no
47,2021-03-27,371745.0,Broomhouse,1989.0,Yes,Yes,Detached,1.0,3,1,no
48,2021-03-27,332483.0,Oak Park,1969.0,Yes,No,Detached,1.5,3,1,yes
49,2021-03-27,265492.0,Oak Park,1953.0,Yes,No,Bungalow,1.0,3,1,no
50,2021-03-27,518045.0,Oak Park,1976.0,Yes,No,Detached,1.0,2,2,no
